TS,TEMP,WIND
2020-03-07,33.7,5.5
2020-03-08,32.5,9.2
2020-03-09,31,8
2020-03-10,33.1,13.4
2020-03-11,31.9,11.5
2020-03-12,33,3.3
2020-03-13,33.7,7.5
2020-03-14,31.5,10.5
2020-03-15,33.7,16.3
2020-03-16,29.3,13.1
2020-03-17,29.1,14
2020-03-18,20.3,9
2020-03-19,25.6,7.2
2020-03-20,26,5.5
2020-03-21,29.9,9.9
2020-03-22,34.8,9
2020-03-23,36.3,7.3
2020-03-24,36.9,8.4
2020-03-25,33.9,9.1
2020-03-26,37,4
2020-03-27,37.9,4.9
2020-03-28,41.1,5.7
2020-03-29,43.3,1.6
2020-03-30,47.8,12
2020-03-31,42.5,8.3
2020-04-01,44.3,16
2020-04-02,35,3.5
2020-04-03,37.6,6.2
2020-04-04,42.7,11.9
2020-04-05,32.3,16.8
2020-04-06,30.3,7.6
2020-04-07,35.1,11.6
2020-04-08,30.2,7.3
2020-04-09,32.1,8.4
2020-04-10,37.1,4
2020-04-11,36.4,5.7
2020-04-12,43.7,6.6
2020-04-13,50.7,4.7
2020-04-14,44.7,11.5
2020-04-15,31,6.9
2020-04-16,37,3.9
2020-04-17,40.8,9.3
2020-04-18,38.9,10.2
2020-04-19,39.7,7.3
2020-04-20,38.1,13.7
2020-04-21,44.3,10.1
2020-04-22,48.4,5.2
2020-04-23,50.5,2.9
2020-04-24,58.4,9.8
2020-04-25,53.9,4.6
2020-04-26,53.2,7.7
2020-04-27,45.5,2.1
2020-04-28,54.4,5.2
2020-04-29,45.8,9.9
2020-04-30,42.7,11.1
2020-05-01,54,3.8
2020-05-02,68.5,5
2020-05-03,75.2,3.8
2020-05-04,71.5,6.9
2020-05-05,63.8,11.2
2020-05-06,62.4,3.8
2020-05-07,58.8,3.2
2020-05-08,60,2.7
2020-05-09,68.2,4.3
2020-05-10,65.6,11.4
2020-05-11,60.1,10.1
2020-05-12,49.9,3.2
2020-05-13,54.5,4.9
2020-05-14,61,6.6
2020-05-15,68,6.7
2020-05-16,60.5,4.1
2020-05-17,66.6,4.7
2020-05-18,62.6,7.3
2020-05-19,55.7,5.3
2020-05-20,62.7,9.3
2020-05-21,63.9,4.5
2020-05-22,60.8,4.4
2020-05-23,65.5,9.2
2020-05-24,67.7,7.2
2020-05-25,70.5,5.8
2020-05-26,74.4,5
2020-05-27,65.2,4.6
2020-05-28,59.7,6.7
2020-05-29,72.7,5.4
2020-05-30,73.5,6.9
2020-05-31,70.8,10.3
2020-06-01,74.1,7.6
2020-06-02,72.1,7.5
2020-06-03,67.4,6.2
2020-06-04,58,6.4
2020-06-05,56.8,6.1
2020-06-06,59.7,3
2020-06-07,62.5,3.8
2020-06-08,68.9,5.9
2020-06-09,68.2,4.3
2020-06-10,66.7,4.1
2020-06-11,66.6,5.6
2020-06-12,68.2,8.2
2020-06-13,67.6,8.5
2020-06-14,67.5,10.2
2020-06-15,63.3,6.8
2020-06-16,67.7,2.8
2020-06-17,72.5,2.5
2020-06-18,79.6,8.3
2020-06-19,76.1,8
2020-06-20,68.3,3
2020-06-21,68.3,4.6
2020-06-22,66.9,5.2
2020-06-23,65.4,4.9
2020-06-24,66.4,5.2
2020-06-25,68.3,7.7
2020-06-26,65.2,2.5
2020-06-27,68.5,8.9
2020-06-28,70.9,7.3
2020-06-29,76.8,7.5
2020-06-30,79.5,5.4
2020-07-01,85.2,3
2020-07-02,88,7
2020-07-03,83.6,5.2
2020-07-04,83.1,2.5
2020-07-05,81.8,6.2
2020-07-06,80,9.9
2020-07-07,67,3.9
2020-07-08,71.3,1.2
2020-07-09,76.3,3.6
2020-07-10,76.9,4
2020-07-11,75.1,6.2
2020-07-12,71.7,3.3
2020-07-13,76.2,3.2
2020-07-14,78,5.2
2020-07-15,80.4,4.9
2020-07-16,81.9,3
2020-07-17,77.3,4.8
2020-07-18,72.6,7.4
2020-07-19,69.5,2.8
2020-07-20,72.8,3
2020-07-21,75.3,6.1
2020-07-22,74.2,7.3
2020-07-23,77.7,5.1
2020-07-24,80.9,9.9
2020-07-25,78.2,9.2
2020-07-26,76.2,5.7
2020-07-27,75.7,4.6
2020-07-28,72.7,5.7
2020-07-29,72.3,5.1
2020-07-30,70.9,2.6
2020-07-31,75.3,3.2
2020-08-01,74.4,5.9
2020-08-02,78.1,5.1
2020-08-03,74.4,3.1
2020-08-04,75.7,5.3
2020-08-05,75,1.9
2020-08-06,80.3,3.5
2020-08-07,79,4.4
2020-08-08,75.9,3.2
2020-08-09,76.8,6.7
2020-08-10,73.7,4.4
2020-08-11,69.3,2
2020-08-12,71.8,4.3
2020-08-13,73.1,3.6
2020-08-14,75.5,6.5
2020-08-15,76.7,4.2
2020-08-16,79.3,4.9
2020-08-17,75.3,4
2020-08-18,73.8,7.7
2020-08-19,72.2,5.6
2020-08-20,70.8,2.7
2020-08-21,72,7.1
2020-08-22,73.2,9.5
2020-08-23,69.4,8.7
2020-08-24,69.7,3.6
2020-08-25,71.8,5.2
2020-08-26,72.7,6.7
2020-08-27,77.1,2.4
2020-08-28,83.4,6.3
2020-08-29,84.5,6.3
2020-08-30,76,6.1
2020-08-31,65.6,4.3
2020-09-01,70.8,6.4
2020-09-02,73.3,7.7
2020-09-03,79.5,5.9
2020-09-04,79.9,3.6
2020-09-05,77.5,3.1
2020-09-06,81.5,7.8
2020-09-07,70.4,4.3
2020-09-08,62.7,6.3
2020-09-09,54.9,5.2
2020-09-10,55.6,1.5
2020-09-11,61.6,1.2
2020-09-12,68.9,2.5
2020-09-13,73,2.3
2020-09-14,72.3,2.6
2020-09-15,72.9,1.7
2020-09-16,73.8,0.3
2020-09-17,74,5.9
2020-09-18,74.3,5.1
2020-09-19,69.5,6.7
2020-09-20,63.5,5.2
2020-09-21,67,12.6
2020-09-22,65.8,12
2020-09-23,55.8,1.7
2020-09-24,53.9,4.9
2020-09-25,54.5,3.7
2020-09-26,69.7,9.6
2020-09-27,60.8,5.1
2020-09-28,57.7,2.4
2020-09-29,58.9,5.2
2020-09-30,53.6,1.3
2020-10-01,57.2,4.3
2020-10-02,56.7,4.2
2020-10-03,62.9,5.8
2020-10-04,60.5,5.3
2020-10-05,56.2,7.6
2020-10-06,53.7,4.9
2020-10-07,63.7,8.1
2020-10-08,53.9,5.6
2020-10-09,68.5,8.7
2020-10-10,73.2,7.2
2020-10-11,71.5,8.6
2020-10-12,58.4,11.7
2020-10-13,47.8,5.6
2020-10-14,48.2,2.8
2020-10-15,50.2,6.9
2020-10-16,49.8,9.7
2020-10-17,45.5,8.7
2020-10-18,39.9,12.3
2020-10-19,42.3,6.4
2020-10-20,54.8,8.8
2020-10-21,44.1,11
2020-10-22,41.3,4.8
2020-10-23,47.5,4.8
2020-10-24,45.8,7.6
2020-10-25,40,9.6
2020-10-26,36.7,2
2020-10-27,39.4,5.5
2020-10-28,43.9,5
2020-10-29,47.4,5.3
2020-10-30,43.4,8.6
2020-10-31,41.3,5.3
2020-11-01,55.1,4.6
2020-11-02,55.6,4.1
2020-11-03,52.6,8.9
2020-11-04,44.5,7.6
2020-11-05,41.1,3.4
2020-11-06,47.6,5
2020-11-07,51.6,7.1
2020-11-08,44.4,7.4
2020-11-09,35.6,1.3
2020-11-10,39.3,9.3
2020-11-11,35.8,10.5
2020-11-12,36.2,3.6
2020-11-13,38.8,6.3
2020-11-14,31.4,11.9
2020-11-15,24.4,3.2
2020-11-16,30,5.8
2020-11-17,39.6,5.9
2020-11-18,33.8,5.3
2020-11-19,34.6,1.4
2020-11-20,35.2,3
2020-11-21,33,9.6
2020-11-22,14.8,10.9
2020-11-23,14.3,4.1
2020-11-24,29.8,4.7
2020-11-25,37.3,1.7
2020-11-26,38.3,2.3
2020-11-27,37.2,7.3
2020-11-28,36.3,11.2
2020-11-29,37.7,13.2
2020-11-30,36.5,4.8
2020-12-01,34.8,1.7
2020-12-02,37.4,2.3
2020-12-03,44.1,7.1
2020-12-04,33.4,12.1
2020-12-05,25.8,3.8
2020-12-06,27.5,4.8
2020-12-07,31.7,12.5
2020-12-08,21.3,2.3
2020-12-09,26.6,5.1
2020-12-10,30.8,5
2020-12-11,22.5,2
2020-12-12,31,5
2020-12-13,22.3,3.4
2020-12-14,35.2,6
2020-12-15,43.8,4.5
2020-12-16,33.9,3.9
2020-12-17,36.2,5.5
2020-12-18,26.4,14.3
2020-12-19,24.5,5.2
2020-12-20,30.5,1.7
2020-12-21,46.6,2.3
2020-12-22,45.9,14.7
2020-12-23,33.5,9.6
2020-12-24,33.8,2.6
2020-12-25,32.7,9.8
2020-12-26,27.1,3
2020-12-27,30.7,5.4
2020-12-28,38.9,10.3
2020-12-29,44.5,11.5
2020-12-30,27.8,5.6
2020-12-31,34.5,7.5
2021-01-01,41.7,13.5
2021-01-02,27.8,4.8
2021-01-03,34.6,8.8
2021-01-04,36.1,5.6
2021-01-05,36.1,3.1
2021-01-06,36.6,8.5
2021-01-07,20.4,9
2021-01-08,31.8,11.5
2021-01-09,38.1,13
2021-01-10,29.9,17.6
2021-01-11,19.3,15.3
2021-01-12,17,9.3
2021-01-13,16.4,6.1
2021-01-14,15,4.4
2021-01-15,21.1,1.8
2021-01-16,31.5,7.7
2021-01-17,19.7,6.2
2021-01-18,26.4,6.6
2021-01-19,23.6,7.4
2021-01-20,12.2,7.5
2021-01-21,-1,15.8
2021-01-22,7.5,8.3
2021-01-23,23.4,8.1
2021-01-24,41.2,10.8
2021-01-25,32.1,11.2
2021-01-26,21.4,4.7
2021-01-27,24.2,6
2021-01-28,19.2,5.9
2021-01-29,15,4.3
2021-01-30,21.5,7.7
2021-01-31,4.4,9.7
2021-02-01,4.9,3.5
2021-02-02,9.2,4.2
2021-02-03,33.7,4.8
2021-02-04,45.1,6.6
2021-02-05,47.7,8.7
2021-02-06,31.9,6.4
2021-02-07,39.6,4.1
2021-02-08,40.6,12.4
2021-02-09,25.5,18.8
2021-02-10,24.9,7.4
2021-02-11,27.6,5.1
2021-02-12,17.6,6.1
2021-02-13,26.7,4
2021-02-14,30.4,7.5
2021-02-15,38.5,9.7
2021-02-16,32.3,12
2021-02-17,23.5,5.8
2021-02-18,22,5.6
2021-02-19,16.2,7.4
2021-02-20,18.3,4
2021-02-21,33.9,9.5
2021-02-22,36.8,10.6
2021-02-23,29.6,2.7
2021-02-24,36.4,5
2021-02-25,33.6,17.8
2021-02-26,22.5,18.3
2021-02-27,12.8,5.3
2021-02-28,15.6,4
2021-03-01,22.3,1.7
2021-03-02,30.5,2.1
2021-03-03,33.9,6.2
2021-03-04,31.1,9
2021-03-05,19.3,5.9
2021-03-06,17.5,9.8
2021-03-07,15.3,6.1
2021-03-08,20.1,4.3
2021-03-09,26.8,1.8
2021-03-10,34.1,7.9
2021-03-11,39.2,10.5
2021-03-12,34.9,13
2021-03-13,32.4,5.2
2021-03-14,46.1,7
2021-03-15,56.9,12.4
2021-03-16,42.5,12.1
2021-03-17,31.9,11.5
2021-03-18,32.4,7.2
2021-03-19,34.5,7.3
2021-03-20,39.4,5
2021-03-21,43.8,9.5
2021-03-22,38.4,10.3
2021-03-23,32.2,20.3
2021-03-24,40.1,8.4
2021-03-25,39.3,6.8
2021-03-26,33.5,7.3
2021-03-27,35.1,4.5
2021-03-28,42.6,12.4
2021-03-29,48.1,8.7
2021-03-30,52.3,6.9
2021-03-31,53.1,15.4
2021-04-01,35.8,14.5
2021-04-02,36.7,7.6
2021-04-03,46.1,8.5
2021-04-04,40.6,15.3
2021-04-05,33.6,6.1
2021-04-06,42.5,8.1
2021-04-07,49.8,2.3
2021-04-08,56.5,7.8
2021-04-09,50,5.8
2021-04-10,44.5,12.3
2021-04-11,39.3,4.3
2021-04-12,48.7,7.5
2021-04-13,63.8,8.4
2021-04-14,54.4,4.3
2021-04-15,49.7,10.8
2021-04-16,45.3,15.9
2021-04-17,49.6,4.9
2021-04-18,51.1,10.2
2021-04-19,63.9,12.2
2021-04-20,67.7,12.1
2021-04-21,62.8,9.3
2021-04-22,60.4,8.1
2021-04-23,62.8,4.8
2021-04-24,54.6,12.2
2021-04-25,50.9,4.7
2021-04-26,57,7.5
2021-04-27,46.7,13.8
2021-04-28,45.4,7.5
2021-04-29,46.2,4.6
2021-04-30,48.1,3.1
2021-05-01,46.7,2.7
2021-05-02,54.8,5.7
2021-05-03,54.3,8
2021-05-04,57.8,4.2
2021-05-05,56,3.9
2021-05-06,60.8,1.2
2021-05-07,60.1,8.3
2021-05-08,54.3,5.8
2021-05-09,53,5.8
2021-05-10,57.1,14.6
2021-05-11,56.2,10.5
2021-05-12,48.1,4.5
2021-05-13,46.3,2.1
2021-05-14,44,2.9
2021-05-15,51.4,5.7
2021-05-16,58.7,6.4
2021-05-17,58.8,5.7
2021-05-18,59.9,7.3
2021-05-19,66,7.1
2021-05-20,72.9,10.6
2021-05-21,58.7,14.7
2021-05-22,58.7,5.3
2021-05-23,63.6,7.9
2021-05-24,64.1,13.2
2021-05-25,60.9,5.4
2021-05-26,69.2,9.5
2021-05-27,68.4,6.7
2021-05-28,55.9,4.7
2021-05-29,54.7,4.4
2021-05-30,64,5.2
2021-05-31,66.5,6
2021-06-01,65.3,4.8
2021-06-02,68.6,7
2021-06-03,56.5,8.5
2021-06-04,56.7,7.4
2021-06-05,66.4,5.4
2021-06-06,68.1,3.2
2021-06-07,68.8,2.5
2021-06-08,68.8,5
2021-06-09,67.6,4
2021-06-10,68.7,5.8
2021-06-11,67.5,11.7
2021-06-12,65,5.8
2021-06-13,62.7,6.6
2021-06-14,62.3,9.9
2021-06-15,65.8,5.9
2021-06-16,67.1,4.8
2021-06-17,68.4,4.2
2021-06-18,66.7,1.6
2021-06-19,70.7,5.7
2021-06-20,72.6,8
2021-06-21,68.9,7.7
2021-06-22,68.3,8
2021-06-23,71.1,8.1
2021-06-24,71.9,4
2021-06-25,75.1,4.8
2021-06-26,75.2,3.7
2021-06-27,75.5,5.1
2021-06-28,76,3.2
2021-06-29,78.1,3.6
2021-06-30,71.3,7.2
2021-07-01,72,6
2021-07-02,73.4,4.8
2021-07-03,78.1,2.4
2021-07-04,79.1,1.4
2021-07-05,81.8,6.9
2021-07-06,80.8,7.9
2021-07-07,73.7,5.4
2021-07-08,70.9,3.8
2021-07-09,73.8,1.5
2021-07-10,75.5,2.2
2021-07-11,77.5,5.8
2021-07-12,76.1,9.1
2021-07-13,74.9,6.3
2021-07-14,78.6,7.3
2021-07-15,73.3,6.7
2021-07-16,75.4,4.9
2021-07-17,77.7,4.3
2021-07-18,74.8,3.5
2021-07-19,78.2,6.1
2021-07-20,85.1,4.2
2021-07-21,79.8,7.7
2021-07-22,70.9,5.2
2021-07-23,69.1,5.3
2021-07-24,71.7,3.8
2021-07-25,70.8,3
2021-07-26,73.1,1.4
2021-07-27,74.7,2.3
2021-07-28,78.4,6.2
2021-07-29,79,2.1
2021-07-30,79.9,5.2
2021-07-31,74.6,3.3
2021-08-01,73,2.2
2021-08-02,72.7,1.9
2021-08-03,75.2,3.9
2021-08-04,72.3,4.5
2021-08-05,70.2,2.7
2021-08-06,72.1,5.8
2021-08-07,74.4,5.8
2021-08-08,74.5,8
2021-08-09,72.1,7.4
2021-08-10,67.6,8.4
2021-08-11,66.7,5.5
2021-08-12,70.5,3.3
2021-08-13,73.9,3.5
2021-08-14,73,4
2021-08-15,71.4,4.1
2021-08-16,71.7,4.4
2021-08-17,75.8,7.9
2021-08-18,72.9,2.9
2021-08-19,75.1,5.2
2021-08-20,76,2.7
2021-08-21,74.2,5.5
2021-08-22,74.2,5.5
2021-08-23,68.9,4.4
2021-08-24,64.7,5.2
2021-08-25,68.3,5.6
2021-08-26,64.4,2.9
2021-08-27,65,4.1
2021-08-28,72.8,9.2
2021-08-29,69,5.4
2021-08-30,68.5,5.5
2021-08-31,67,5
2021-09-01,63.7,3.6
2021-09-02,68,9
2021-09-03,62.8,2.7
2021-09-04,71.7,9.5
2021-09-05,63.6,4.8
2021-09-06,61.3,2.6
2021-09-07,62.6,5.8
2021-09-08,63.4,6.7
2021-09-09,57.8,0
2021-09-10,59.6,2.2
2021-09-11,71.4,9.8
2021-09-12,65,7.1
2021-09-13,53.4,3.3
2021-09-14,61.6,11.2
2021-09-15,63.9,4
2021-09-16,65.4,5.1
2021-09-17,56.3,1.6
2021-09-18,55,5.2
2021-09-19,55.4,1.4
2021-09-20,57.7,1
2021-09-21,57,0.6
2021-09-22,59.2,0
2021-09-23,76.5,7.3
2021-09-24,67.3,5.4
2021-09-25,58.2,3.7
2021-09-26,63,5.9
2021-09-27,59.6,3.8
2021-09-28,66.4,5.6
2021-09-29,65.7,7
2021-09-30,52.2,5.3
2021-10-01,63.4,9.2
2021-10-02,69.2,7
2021-10-03,49.4,6.4
2021-10-04,53.2,8.6
2021-10-05,42.1,3.6
2021-10-06,52.7,8.9
2021-10-07,62.2,6.5
2021-10-08,56,0.4
2021-10-09,52.5,3
2021-10-10,57.1,4.5
2021-10-11,55,4.9
2021-10-12,53.1,1.8
2021-10-13,56.6,8.1
2021-10-14,52.9,4.7
2021-10-15,49.5,3
2021-10-16,50.2,4.5
2021-10-17,50.1,14.6
2021-10-18,49.7,13
2021-10-19,47.4,4.1
2021-10-20,43.4,2.1
2021-10-21,49.2,2.3
2021-10-22,51.3,4.3
2021-10-23,56.2,5.5
2021-10-24,49.7,5.6
2021-10-25,52.7,2.5
2021-10-26,51.2,2.8
2021-10-27,49.4,3.6
2021-10-28,55,4.6
2021-10-29,55.6,6.9
2021-10-30,59.3,5.6
2021-10-31,63.9,10.3
2021-11-01,54.5,17.2
2021-11-02,44,5.4
2021-11-03,41,5
2021-11-04,35.1,3
2021-11-05,50.6,12.1
2021-11-06,40.1,2.6
2021-11-07,41.5,5.3
2021-11-08,31.2,9.9
2021-11-09,28.4,5.8
2021-11-10,38.7,8.5
2021-11-11,39.4,5
2021-11-12,29.2,9.7
2021-11-13,20,11.2
2021-11-14,25.9,6
2021-11-15,39.3,8.2
2021-11-16,30.8,9.6
2021-11-17,21.7,6
2021-11-18,34.7,5
2021-11-19,35.7,2.2
2021-11-20,35.2,4.2
2021-11-21,36.4,2.5
2021-11-22,43.4,11.5
2021-11-23,36.2,7.8
2021-11-24,36.6,6.1
2021-11-25,43.2,6.6
2021-11-26,44.2,4.5
2021-11-27,40.7,1.9
2021-11-28,44.1,12.7
2021-11-29,32.6,10.6
2021-11-30,27.5,6.2
2021-12-01,21.1,4.5
2021-12-02,29.7,8.9
2021-12-03,28.1,9.4
2021-12-04,29.9,5.7
2021-12-05,34.7,9.4
2021-12-06,30.8,4.7
2021-12-07,25.9,7
2021-12-08,17.3,4.6
2021-12-09,39.4,9.4
2021-12-10,46.9,11.9
2021-12-11,32.8,7.7
2021-12-12,26.4,6
2021-12-13,32.7,7.6
2021-12-14,39.7,2.4
2021-12-15,41,15.2
2021-12-16,29.2,7.2
2021-12-17,27.6,2.4
2021-12-18,29.3,6.2
2021-12-19,13.8,14.4
2021-12-20,13.8,6.1
2021-12-21,14.5,2.4
2021-12-22,20.2,1.7
2021-12-23,29.8,2.7
2021-12-24,38.2,6.2
2021-12-25,29.4,2.3
2021-12-26,32.6,0.8
2021-12-27,42.1,10.8
2021-12-28,42.4,9
2021-12-29,34.1,2
2021-12-30,35.5,1.8
2021-12-31,35.2,2.7
2022-01-01,36,8
2022-01-02,35.3,7.2
2022-01-03,43.5,5.8
2022-01-04,41.4,2.2
2022-01-05,34.5,11.6
2022-01-06,31.2,4.6
2022-01-07,34.3,4.7
2022-01-08,32.1,7
2022-01-09,21.2,9.8
2022-01-10,33.6,9.3
2022-01-11,53.6,10.7
2022-01-12,58,15.1
2022-01-13,34.5,7
2022-01-14,39.8,4.7
2022-01-15,42,8.9
2022-01-16,35.6,7.3
2022-01-17,18.6,13.8
2022-01-18,13.5,5.6
2022-01-19,30,11.3
2022-01-20,18.2,11.7
2022-01-21,16.4,4.7
2022-01-22,19.4,0.4
2022-01-23,23.7,0.7
2022-01-24,26,0.4
2022-01-25,26.3,0.4
2022-01-26,38,4.1
2022-01-27,38.3,4
2022-01-28,37,8.6
2022-01-29,31.6,10.2
2022-01-30,20.3,7.3
2022-01-31,25.8,1.6
2022-02-01,35.6,3
2022-02-02,33.1,1.6
2022-02-03,33.3,1.1
2022-02-04,30.1,0
2022-02-05,39.6,9.8
2022-02-06,30.2,3.8
2022-02-07,32.3,8.9
2022-02-08,21.1,9.6
2022-02-09,14.5,0.8
2022-02-10,32.4,7.3
2022-02-11,36.9,3.5
2022-02-12,36.6,7.9
2022-02-13,37.6,6.2
2022-02-14,33.4,10.4
2022-02-15,8,5.4
2022-02-16,27,10.5
2022-02-17,33.2,5.3
2022-02-18,26,2.5
2022-02-19,37.2,14
2022-02-20,25.9,9.8
2022-02-21,20.1,5.8
2022-02-22,30.6,6
2022-02-23,35.2,2.7
2022-02-24,42.4,4.8
2022-02-25,43,2.6
2022-02-26,38.3,5.3
2022-02-27,36.2,10.5
2022-02-28,26,10.1
2022-03-01,25.1,8.8
2022-03-02,39.3,7.9
2022-03-03,51.1,5.1
2022-03-04,46.2,14.3
2022-03-05,40.6,10
2022-03-06,36.7,2.9
2022-03-07,35.2,10.7
2022-03-08,38.9,5.5
2022-03-09,54.9,7
2022-03-10,58.7,8.4
2022-03-11,43.5,12.1
2022-03-12,40.7,6
2022-03-13,48.1,12.4
2022-03-14,42,14.7
2022-03-15,39.1,8.4
2022-03-16,28.1,8.1
2022-03-17,40.5,11.5
2022-03-18,42.7,5.2
2022-03-19,45.2,4.3
2022-03-20,46.2,7
2022-03-21,42.7,10.3
2022-03-22,29.5,9.8
2022-03-23,34.7,5.4
2022-03-24,36.4,4.8
2022-03-25,38,2.4
2022-03-26,36.1,0.4
2022-03-27,53,9.8
2022-03-28,41.2,3.3
2022-03-29,43,1.3
2022-03-30,45,5.2
2022-03-31,43.2,3.3
2022-04-01,43.4,5
2022-04-02,45.5,9.7
2022-04-03,44.3,8.7
2022-04-04,52.7,4.4
2022-04-05,53.4,3.9
2022-04-06,49.2,9.9
2022-04-07,54.1,8.2
2022-04-08,53,4.9
2022-04-09,47.4,10.8
2022-04-10,41.5,13.3
2022-04-11,40.1,12.5
2022-04-12,37.3,4.3
2022-04-13,59.9,13.4
2022-04-14,51.4,13.3
2022-04-15,42.6,8.5
2022-04-16,38.7,10.4
2022-04-17,39.1,7.4
2022-04-18,39.3,6.5
2022-04-19,38,6.1
2022-04-20,47.7,9.1
2022-04-21,42,7.8
2022-04-22,35.8,13
2022-04-23,34.9,8.7
2022-04-24,44.3,2.3
2022-04-25,42.7,0.6
2022-04-26,55.8,1.2
2022-04-27,41.8,9.3
2022-04-28,41,6.5
2022-04-29,48.4,3.3
2022-04-30,51.4,10.4
2022-05-01,57.8,6.1
2022-05-02,57.5,9
2022-05-03,66.2,9
2022-05-04,63.6,9.3
2022-05-05,47,11.3
2022-05-06,48.5,2.4
2022-05-07,51.9,3.1
2022-05-08,49.2,8.3
2022-05-09,38.1,15.7
2022-05-10,45.2,12.8
2022-05-11,47.6,4.3
2022-05-12,42.9,15.3
